Date,Release_Year,User_Review,Name,Price_Sold,Place_Sold
18/2/2025,2023,"3/5 Overhyped, but still fun.",Halo Infinite (made by 343 Industries),48.64,USA
7/2/2025,2013,3/5 Multiplayer could be better.,Sekiro Shadows Die Twice (made by FromSoftware),65.23,Europe
13/2/2025,2022,5/5 It's the game of the year!,Zelda Breath of the Wild (made by Nintendo),10.69,Japan
12/2/2025,2010,"2/5 Solid mechanics, weak plot.",Valorant (made by Riot Games),59.22,Europe
5/2/2025,2016,4/5 Too many bugs at launch.,Dark Souls (made by FromSoftware),42.78,USA
5/2/2025,2023,4/5 The story was incredible!,Super Mario Odyssey (made by Nintendo),64.93,United Kingdom
7/2/2025,2013,4/5 Multiplayer could be better.,Red Dead Redemption (made by Rockstar Games),31.92,Europe
2/2/2025,2016,5/5 A masterpiece!,Valorant (made by Riot Games),46.25,USA
3/2/2025,2017,5/5 It's the game of the year!,Horizon Zero Dawn (made by Guerrilla Games),39.20,United Kingdom
17/2/2025,2012,Multiplayer could be better.,Horizon Zero Dawn (made by Guerrilla Games),37.85,United Kingdom
17/2/2025,2016,5/5 Masterpiece!,Super Mario Odyssey (made by Nintendo),69.73,USA
4/2/2025,2023,Multiplayer could be better.,Elden Ring (made by FromSoftware),52.61,Europe
12/2/2025,2014,"4/5 Overhyped, but still fun.",God of War (made by Santa Monica Studio),24.14,Japan
4/2/2025,2020,Multiplayer could be better.,Super Mario Odyssey (made by Nintendo),29.67,United Kingdom
2/2/2025,2020,1/5 The story was incredible!,Elden Ring (made by FromSoftware),17.16,United Kingdom
19/2/2025,2020,"2/5 Solid mechanics, weak plot.",League of Legends (made by Riot Games),47.07,USA
2/2/2025,2017,4/5 The story was incredible!,Dark Souls (made by FromSoftware),26.57,USA
23/2/2025,2019,5/5 Masterpiece!,Minecraft (made by Mojang Studios),28.19,United Kingdom
15/2/2025,2017,"3/5 Overhyped, but still fun.",Horizon Zero Dawn (made by Guerrilla Games),38.03,USA
11/2/2025,2021,Multiplayer could be better.,League of Legends (made by Riot Games),16.85,United Kingdom
9/2/2025,2024,"3/5 Amazing game, but a bit short.",Apex Legends (made by Respawn Entertainment),29.53,Europe
23/2/2025,2023,"3/5 Overhyped, but still fun.",Fortnite (made by Epic Games),56.56,United Kingdom
6/2/2025,2023,"3/5 Solid mechanics, weak plot.",Sekiro Shadows Die Twice (made by FromSoftware),19.98,Europe
7/2/2025,2010,5/5 Masterpiece!,Fortnite (made by Epic Games),42.53,USA
1/2/2025,2022,"2/5 Solid mechanics, weak plot.",Red Dead Redemption (made by Rockstar Games),20.84,United Kingdom
27/2/2025,2015,4/5 Best game of the year!,Fortnite (made by Epic Games),62.84,Japan
24/2/2025,2011,Too many bugs at launch.,Super Mario Odyssey (made by Nintendo),49.22,USA
4/2/2025,2023,5/5 It's the game of the year!,Sekiro Shadows Die Twice (made by FromSoftware),46.28,USA
24/2/2025,2022,Too many bugs at launch.,GTA V (made by Rockstar Games),41.46,Japan
17/2/2025,2022,2/5 Best game of the year!,Overwatch (made by Blizzard Entertainment),53.47,Europe
23/2/2025,2014,"2/5 Solid mechanics, weak plot.",God of War (made by Santa Monica Studio),58.68,USA
14/2/2025,2016,5/5 Masterpiece!,Zelda Breath of the Wild (made by Nintendo),19.87,United Kingdom
26/2/2025,2016,"2/5 Solid mechanics, weak plot.",Apex Legends (made by Respawn Entertainment),48.50,USA
19/2/2025,2013,Multiplayer could be better.,Cyberpunk (made by CD Projekt Red),59.88,United Kingdom
22/2/2025,2014,4/5 Too many bugs at launch.,Cyberpunk (made by CD Projekt Red),37.04,Europe
23/2/2025,2017,5/5 It's the game of the year!,Doom Eternal (made by id Software),44.07,USA
10/2/2025,2016,"3/5 Overhyped, but still fun.",Resident Evil (made by Capcom),19.73,Europe
19/2/2025,2018,5/5 Multiplayer could be better.,Elden Ring (made by FromSoftware),44.25,United Kingdom
20/2/2025,2014,"3/5 Amazing game, but a bit short.",God of War (made by Santa Monica Studio),58.36,United Kingdom
9/2/2025,2019,3/5 The story was incredible!,Doom Eternal (made by id Software),27.71,Japan
22/2/2025,2016,"3/5 Overhyped, but still fun.",Doom Eternal (made by id Software),62.40,USA
28/2/2025,2025,"3/5 Overhyped, but still fun.",Fortnite (made by Epic Games),62.03,United Kingdom
8/2/2025,2021,2/5 A masterpiece!,Minecraft (made by Mojang Studios),66.04,United Kingdom
9/2/2025,2016,5/5 The story was incredible!,Super Mario Odyssey (made by Nintendo),31.30,United Kingdom
12/2/2025,2010,Multiplayer could be better.,Dark Souls (made by FromSoftware),44.14,United Kingdom
19/2/2025,2011,5/5 Best game of the year!,Apex Legends (made by Respawn Entertainment),27.80,USA
19/2/2025,2020,Multiplayer could be better.,Overwatch (made by Blizzard Entertainment),39.34,United Kingdom
23/2/2025,2021,2/5 Graphics are next-level!,Dark Souls (made by FromSoftware),59.04,USA
13/2/2025,2020,5/5 It's the game of the year!,Apex Legends (made by Respawn Entertainment),39.18,Japan
26/2/2025,2019,2/5 Best game of the year!,Red Dead Redemption (made by Rockstar Games),55.09,USA
4/2/2025,2010,"3/5 Amazing game, but a bit short.",Elden Ring (made by FromSoftware),37.96,Europe
13/2/2025,2011,1/5 Multiplayer could be better.,Minecraft (made by Mojang Studios),42.89,United Kingdom
1/2/2025,2022,4/5 The story was incredible!,Apex Legends (made by Respawn Entertainment),58.25,USA
28/2/2025,2019,3/5 Graphics are decent,Super Mario Odyssey (made by Nintendo),24.07,Japan
2/2/2025,2016,Too many bugs at launch.,Fortnite (made by Epic Games),44.47,Europe
16/2/2025,2022,5/5 It's the game of the year!,Fortnite (made by Epic Games),56.50,Japan
7/2/2025,2021,3/5 Graphics are decent,Apex Legends (made by Respawn Entertainment),14.74,Europe
1/2/2025,2012,2/5 Graphics are next-level!,Dark Souls (made by FromSoftware),58.56,United Kingdom
7/2/2025,2014,5/5 Masterpiece!,Valorant (made by Riot Games),15.31,Japan
10/2/2025,2025,5/5 Masterpiece!,Valorant (made by Riot Games),16.62,Europe
6/2/2025,2025,"3/5 Overhyped, but still fun.",GTA V (made by Rockstar Games),54.85,Europe
3/2/2025,2020,"3/5 Overhyped, but still fun.",Fortnite (made by Epic Games),56.81,Japan
5/2/2025,2020,3/5 Graphics are decent,Horizon Zero Dawn (made by Guerrilla Games),57.14,Europe
23/2/2025,2018,3/5 Graphics are decent,Valorant (made by Riot Games),44.02,Japan
5/2/2025,2013,5/5 It's the game of the year!,Dark Souls (made by FromSoftware),19.93,Japan
16/2/2025,2024,4/5 The story was incredible!,Zelda Breath of the Wild (made by Nintendo),17.91,United Kingdom
8/2/2025,2016,4/5 Best game of the year!,GTA V (made by Rockstar Games),33.90,United Kingdom
20/2/2025,2022,"2/5 Solid mechanics, weak plot.",Overwatch (made by Blizzard Entertainment),16.94,USA
22/2/2025,2024,"3/5 Overhyped, but still fun.",Valorant (made by Riot Games),59.11,Japan
22/2/2025,2021,4/5 Graphics are next-level!,GTA V (made by Rockstar Games),66.75,Japan
12/2/2025,2010,"2/5 Solid mechanics, weak plot.",Halo Infinite (made by 343 Industries),38.25,USA
23/2/2025,2025,1/5 Best game of the year!,Red Dead Redemption (made by Rockstar Games),56.17,United Kingdom
4/2/2025,2017,5/5 It's the game of the year!,Minecraft (made by Mojang Studios),53.97,Japan
10/2/2025,2024,"5/5 Overhyped, but still fun.",Minecraft (made by Mojang Studios),38.31,United Kingdom
16/2/2025,2024,5/5 It's the game of the year!,Valorant (made by Riot Games),52.63,United Kingdom
28/2/2025,2020,"1/5 Overhyped, but still fun.",Horizon Zero Dawn (made by Guerrilla Games),33.32,Japan
3/2/2025,2012,2/5 The story was incredible!,Dark Souls (made by FromSoftware),44.59,United Kingdom
4/2/2025,2018,Too many bugs at launch.,Valorant (made by Riot Games),48.78,Europe
22/2/2025,2013,5/5 Best game of the year!,GTA V (made by Rockstar Games),14.27,United Kingdom
19/2/2025,2012,5/5 Multiplayer could be better.,Resident Evil (made by Capcom),24.75,United Kingdom
6/2/2025,2012,"3/5 Overhyped, but still fun.",Cyberpunk (made by CD Projekt Red),48.20,United Kingdom
16/2/2025,2011,3/5 Graphics are decent,Super Mario Odyssey (made by Nintendo),47.31,Europe
28/2/2025,2022,Multiplayer could be better.,Cyberpunk (made by CD Projekt Red),63.03,Europe
20/2/2025,2019,5/5 Best game of the year!,GTA V (made by Rockstar Games),36.04,Europe
3/2/2025,2015,"3/5 Amazing game, but a bit short.",Minecraft (made by Mojang Studios),46.50,USA
12/2/2025,2022,"2/5 Solid mechanics, weak plot.",League of Legends (made by Riot Games),27.98,USA
18/2/2025,2024,5/5 It's the game of the year!,God of War (made by Santa Monica Studio),21.85,United Kingdom
1/2/2025,2017,5/5 Multiplayer could be better.,Super Mario Odyssey (made by Nintendo),69.18,Europe
23/2/2025,2012,3/5 The story was incredible!,God of War (made by Santa Monica Studio),64.01,USA
4/2/2025,2012,"1/5 Solid mechanics, weak plot.",Zelda Breath of the Wild (made by Nintendo),26.94,Europe
17/2/2025,2019,Too many bugs at launch.,Halo Infinite (made by 343 Industries),53.93,United Kingdom
14/2/2025,2011,"3/5 Overhyped, but still fun.",Super Mario Odyssey (made by Nintendo),63.39,USA
9/2/2025,2021,1/5 Graphics are next-level!,Red Dead Redemption (made by Rockstar Games),67.31,USA
26/2/2025,2023,5/5 Masterpiece!,Red Dead Redemption (made by Rockstar Games),42.43,Japan
3/2/2025,2015,"3/5 Overhyped, but still fun.",Horizon Zero Dawn (made by Guerrilla Games),67.75,United Kingdom
13/2/2025,2013,"3/5 Amazing game, but a bit short.",Super Mario Odyssey (made by Nintendo),38.96,USA
13/2/2025,2012,4/5 The story was incredible!,Red Dead Redemption (made by Rockstar Games),17.10,USA
28/2/2025,2013,3/5 Graphics are decent,Zelda Breath of the Wild (made by Nintendo),67.95,United Kingdom
4/2/2025,2022,5/5 Graphics are next-level!,Super Mario Odyssey (made by Nintendo),49.07,Europe
4/2/2025,2016,5/5 Masterpiece!,Super Mario Odyssey (made by Nintendo),47.09,Europe
20/2/2025,2010,"3/5 Overhyped, but still fun.",Valorant (made by Riot Games),58.06,United Kingdom
8/2/2025,2013,5/5 It's the game of the year!,Zelda Breath of the Wild (made by Nintendo),45.96,United Kingdom
5/2/2025,2010,"3/5 Amazing game, but a bit short.",Apex Legends (made by Respawn Entertainment),60.04,United Kingdom
28/2/2025,2021,5/5 Masterpiece!,Fortnite (made by Epic Games),65.59,Europe
9/2/2025,2015,5/5 Too many bugs at launch.,Zelda Breath of the Wild (made by Nintendo),56.53,Japan
27/2/2025,2011,3/5 Graphics are decent,Dark Souls (made by FromSoftware),20.89,Japan
13/2/2025,2012,5/5 It's the game of the year!,GTA V (made by Rockstar Games),28.19,Europe
24/2/2025,2015,"3/5 Overhyped, but still fun.",GTA V (made by Rockstar Games),38.14,USA
18/2/2025,2022,Too many bugs at launch.,Super Mario Odyssey (made by Nintendo),38.93,United Kingdom
16/2/2025,2012,Too many bugs at launch.,Fortnite (made by Epic Games),53.20,USA
6/2/2025,2011,"2/5 Solid mechanics, weak plot.",God of War (made by Santa Monica Studio),21.75,Europe
24/2/2025,2019,"2/5 Amazing game, but a bit short.",Red Dead Redemption (made by Rockstar Games),14.01,Japan
2/2/2025,2018,"3/5 Overhyped, but still fun.",GTA V (made by Rockstar Games),68.04,Japan
21/2/2025,2015,3/5 Graphics are decent,Fortnite (made by Epic Games),55.56,Europe
23/2/2025,2024,"3/5 Amazing game, but a bit short.",Zelda Breath of the Wild (made by Nintendo),19.48,Europe
6/2/2025,2021,"3/5 Overhyped, but still fun.",Halo Infinite (made by 343 Industries),43.21,Europe
10/2/2025,2014,Multiplayer could be better.,GTA V (made by Rockstar Games),43.57,USA
9/2/2025,2023,Too many bugs at launch.,God of War (made by Santa Monica Studio),28.14,United Kingdom
7/2/2025,2015,3/5 Graphics are decent,Fortnite (made by Epic Games),61.60,Europe
1/2/2025,2025,4/5 The story was incredible!,Sekiro Shadows Die Twice (made by FromSoftware),39.46,Japan
11/2/2025,2025,4/5 The story was incredible!,Doom Eternal (made by id Software),28.28,Europe
26/2/2025,2021,4/5 The story was incredible!,Minecraft (made by Mojang Studios),12.76,United Kingdom
5/2/2025,2019,"2/5 Solid mechanics, weak plot.",Elden Ring (made by FromSoftware),52.86,USA
19/2/2025,2023,4/5 The story was incredible!,God of War (made by Santa Monica Studio),30.93,USA
24/2/2025,2011,"4/5 Amazing game, but a bit short.",GTA V (made by Rockstar Games),25.39,USA
19/2/2025,2025,"2/5 Solid mechanics, weak plot.",Doom Eternal (made by id Software),46.64,USA
15/2/2025,2016,Multiplayer could be better.,Cyberpunk (made by CD Projekt Red),63.39,USA
28/2/2025,2012,5/5 It's the game of the year!,Dark Souls (made by FromSoftware),25.78,USA
19/2/2025,2024,"3/5 Overhyped, but still fun.",Elden Ring (made by FromSoftware),23.34,Japan
7/2/2025,2013,5/5 It's the game of the year!,Overwatch (made by Blizzard Entertainment),19.25,Europe
26/2/2025,2025,"3/5 Overhyped, but still fun.",Sekiro Shadows Die Twice (made by FromSoftware),30.94,United Kingdom
21/2/2025,2022,5/5 Graphics are next-level!,Elden Ring (made by FromSoftware),68.95,Europe
20/2/2025,2020,3/5 Too many bugs at launch.,Super Mario Odyssey (made by Nintendo),62.39,Japan
20/2/2025,2023,4/5 The story was incredible!,Halo Infinite (made by 343 Industries),55.34,Europe
22/2/2025,2011,4/5 The story was incredible!,Overwatch (made by Blizzard Entertainment),43.71,Japan
9/2/2025,2016,3/5 Graphics are decent,Fortnite (made by Epic Games),18.66,Europe
27/2/2025,2015,5/5 It's the game of the year!,Super Mario Odyssey (made by Nintendo),46.60,USA
7/2/2025,2015,2/5 The story was incredible!,Cyberpunk (made by CD Projekt Red),31.62,USA
28/2/2025,2021,Multiplayer could be better.,Minecraft (made by Mojang Studios),24.71,Europe
5/2/2025,2014,5/5 Masterpiece!,Resident Evil (made by Capcom),10.08,USA
20/2/2025,2022,"3/5 Amazing game, but a bit short.",Red Dead Redemption (made by Rockstar Games),62.78,USA
16/2/2025,2011,Too many bugs at launch.,Valorant (made by Riot Games),35.93,United Kingdom
6/2/2025,2020,5/5 Masterpiece!,Horizon Zero Dawn (made by Guerrilla Games),51.53,United Kingdom
13/2/2025,2021,5/5 It's the game of the year!,Valorant (made by Riot Games),65.92,United Kingdom
24/2/2025,2025,"3/5 Amazing game, but a bit short.",Fortnite (made by Epic Games),52.25,USA
18/2/2025,2017,5/5 Graphics are next-level!,Elden Ring (made by FromSoftware),16.35,USA
13/2/2025,2013,5/5 Too many bugs at launch.,League of Legends (made by Riot Games),54.59,Japan
4/2/2025,2022,"1/5 Amazing game, but a bit short.",Sekiro Shadows Die Twice (made by FromSoftware),45.53,USA
20/2/2025,2023,Too many bugs at launch.,Cyberpunk (made by CD Projekt Red),31.82,USA
4/2/2025,2020,"1/5 Amazing game, but a bit short.",Overwatch (made by Blizzard Entertainment),37.14,USA
28/2/2025,2018,3/5 Graphics are decent,Super Mario Odyssey (made by Nintendo),45.71,United Kingdom
14/2/2025,2024,5/5 Multiplayer could be better.,Fortnite (made by Epic Games),18.01,Japan
4/2/2025,2022,5/5 It's the game of the year!,Super Mario Odyssey (made by Nintendo),62.65,United Kingdom
19/2/2025,2023,Multiplayer could be better.,Halo Infinite (made by 343 Industries),13.6,United Kingdom
22/2/2025,2017,"3/5 Amazing game, but a bit short.",Overwatch (made by Blizzard Entertainment),34.89,Europe
18/2/2025,2013,"3/5 Overhyped, but still fun.",Super Mario Odyssey (made by Nintendo),56.31,Europe
12/2/2025,2010,1/5 Too many bugs at launch.,Red Dead Redemption (made by Rockstar Games),29.19,USA
2/2/2025,2023,5/5 Too many bugs at launch.,Apex Legends (made by Respawn Entertainment),48.57,Japan
25/2/2025,2012,Too many bugs at launch.,League of Legends (made by Riot Games),56.49,Europe
19/2/2025,2023,5/5 Masterpiece!,God of War (made by Santa Monica Studio),37.27,United Kingdom
2/2/2025,2010,2/5 Best game of the year!,Dark Souls (made by FromSoftware),30.59,USA
20/2/2025,2021,"2/5 Amazing game, but a bit short.",Zelda Breath of the Wild (made by Nintendo),37.39,United Kingdom
13/2/2025,2017,5/5 It's the game of the year!,Halo Infinite (made by 343 Industries),24.55,Japan
6/2/2025,2024,2/5 Best game of the year!,Overwatch (made by Blizzard Entertainment),26.37,Japan
2/2/2025,2018,3/5 A masterpiece!,Minecraft (made by Mojang Studios),20.96,United Kingdom
7/2/2025,2010,"2/5 Overhyped, but still fun.",Cyberpunk (made by CD Projekt Red),66.68,United Kingdom
7/2/2025,2012,3/5 Best game of the year!,Sekiro Shadows Die Twice (made by FromSoftware),39.17,Japan
3/2/2025,2013,Too many bugs at launch.,Red Dead Redemption (made by Rockstar Games),68.98,Europe
7/2/2025,2022,5/5 Graphics are next-level!,Resident Evil (made by Capcom),45.93,United Kingdom
16/2/2025,2014,5/5 Masterpiece!,Super Mario Odyssey (made by Nintendo),56.97,Japan
15/2/2025,2016,4/5 Too many bugs at launch.,Halo Infinite (made by 343 Industries),16.76,United Kingdom
17/2/2025,2012,2/5 Multiplayer could be better.,Super Mario Odyssey (made by Nintendo),44.78,United Kingdom
23/2/2025,2021,1/5 Too many bugs at launch.,Valorant (made by Riot Games),22.35,United Kingdom
18/2/2025,2019,5/5 Masterpiece!,Red Dead Redemption (made by Rockstar Games),18.53,USA
24/2/2025,2011,"2/5 Overhyped, but still fun.",Valorant (made by Riot Games),50.10,USA
17/2/2025,2012,"3/5 Overhyped, but still fun.",Doom Eternal (made by id Software),50.15,USA
24/2/2025,2023,"2/5 Solid mechanics, weak plot.",Apex Legends (made by Respawn Entertainment),68.54,Japan
7/2/2025,2013,"4/5 Amazing game, but a bit short.",Valorant (made by Riot Games),38.79,Japan
23/2/2025,2020,4/5 The story was incredible!,God of War (made by Santa Monica Studio),10.80,United Kingdom
17/2/2025,2010,"3/5 Overhyped, but still fun.",Elden Ring (made by FromSoftware),58.32,United Kingdom
13/2/2025,2024,Too many bugs at launch.,Red Dead Redemption (made by Rockstar Games),50.22,USA
15/2/2025,2017,2/5 The story was incredible!,God of War (made by Santa Monica Studio),56.93,Japan
1/2/2025,2025,Multiplayer could be better.,Elden Ring (made by FromSoftware),63.52,Europe
1/2/2025,2025,3/5 Graphics are decent,Valorant (made by Riot Games),60.20,United Kingdom
5/2/2025,2010,Too many bugs at launch.,God of War (made by Santa Monica Studio),22.92,Japan
19/2/2025,2020,Too many bugs at launch.,Super Mario Odyssey (made by Nintendo),53.71,Japan
19/2/2025,2022,5/5 It's the game of the year!,Sekiro Shadows Die Twice (made by FromSoftware),36.02,United Kingdom
